Status,City,State,Country,Classification,Open FDA,Product Type,Event ID,Recalling Firm,Address 1,Address 2,Postal Code,Voluntary Mandated,Initial Firm Notification,Distribution Pattern,Recall Number,Product Description,Product Quantity,Reason for Recall,Recall Initiation Date,Center Classification Date,Termination Date,Report Date,Code Info,More Code Info
Ongoing,Saint Marys,OH,United States,Class II,{},Food,94789,Classic Delight LLC,310 S Park Dr,,45885-9688,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Product distributed in Arkansas, California, Florida, Georgia, Indiana, Louisiana, Maryland, Missouri, New York, Ohio, Pennsylvania, Tennessee, Texas, Virginia",F-1399-2024,(Item 195263) Wakefield Spicy Hawaiian Sliders,1173 cases,Possibly contaminated with Listeria monocytogenes,20240610,20240624,,20240703,"Lot Numbers: 3128, 3129, 3130, 3131, 3135, 3136, 3137, 3138, 3139, 3140, 3142, 3143, 3144, 3145, 3146, 3150, 3151, 3152, 3153, 3156, 3157, 3158, 3159, 3160, 3163, 3164, 3165, 3166, 3167, 3170, 3171, 3172, 3173, 3174, 3177, 3178, 3179, 3180, 3181, 3186, 3187, 3188, 3191, 3192, 3193, 3194, 3195, 3196, 3198, 3199, 3200, 3201, 3202, 3205, 3206, 3207, 3212, 3213, 3214, 3215, 3216, 3219, 3220, 3221, 3222, 3223, 3226, 3227, 3228, 3229, 3233, 3234, 3235, 3236, 3240, 3241, 3242, 3243, 3248, 3249, 3250, 3254, 3255, 3256, 3257, 3262, 3269, 3270, 3271, 3276, 3277, 3282, 3283, 3284, 3285, 3286, 3289, 3290, 3291, 3292, 3296, 3297, 3298, 3299, 3303, 3305, 3310, 3312, 3313, 3317, 3318, 3319, 3320, 3332, 3333, 3334, 3339, 3340, 3341, 3345, 3346, 3348, 3348, 3352, 3353, 3354, 3355, 3361, 3362, 4002, 4003, 4004, 4008, 4009, 4010, 4011, 4015, 4016, 4017, 4022, 4024, 4037, 4043, 4048, 4023, 4024, 4036, 4044, 4057, 4059, 4064, 4065, 4066, 4071, 4072, 4078, 4079, 4081, 4085, 4086, 4087, 4088, 4092, 4101, 4103, 4106, 4114, 4116, 4120, 4122, 4127, 4128, 4137, 4141, 4155, 4156  Best By Dates: 2/2/2024, 2/3/2024, 2/4/2024, 2/5/2024, 2/9/2024, 2/10/2024, 2/11/2024, 2/12/2024, 2/12/2024, 2/14/2024, 2/16/2024, 2/17/2024, 2/18/2024, 20/19/2024, 2/20/2024, 2/24/2024, 2/25/2024, 2/26/2024, 2/27/2024, 3/1/2024, 3/2/2024, 3/3/2024, 3/4/2024, 3/5/2024, 3/6/2024, 3/7/2024, 3/8/2024, 3/9/2024, 3/10/2024, 3/11/2024, 3/12/2024, 3/15/2024, 3/16/2024, 3/17/2024, 3/18/2024, 3/19/2024, 3/20/2024, 3/21/2024, 3/22/2024, 3/23/2024, 3/24/2024, 3/31/2024, 4/1/2024, 4/5/2024, 4/6/2024, 4/7/2024, 4/8/2024, 4/10/2024, 4/11/2024, 4/12/2024, 4/13/2024, 4/14/2024, 4/15/2024, 4/19/2024, 4/20/2024, 4/21/2024, 4/26/2024, 4/27/2024, 4/28/2024, 4/29/2024, 4/30/2024, 5/3/2024, 5/4/2024, 5/5/2024, 5/6/2024, 5/7/2024, 5/8/2024, 5/11/2024, 5/12/2024, 5/13/2024, 5/17/2024, 5/19/2024, 5/20/2024, 6/6/2024, 6/7/2024, 6/8/2024, 6/14/2024, 6/15/2024, 6/22/2024, 6/23/2024, 6/29/2024, 6/30/2024, 7/6/2024, 7/7/2024, 7/8/2024, 7/9/2024, 7/12/2024, 7/13/2024, 7/14/2024, 7/15/2024, 7/19/2024, 7/20/2024, 7/21/2024, 7/22/2024, 7/24/2024, 7/25/2024, 7/26/2024, 8/4/2024, 8/5/2024, 8/10/2024, 8/12/2024, 8/14/2024, 8/16/2024, 8/17/2024, 8/22/2024, 8/25/2024, 8/26/2024, 8/28/2024, 8/29/2024, 8/30/2024, 8/31/2024, 9/1/2024, 9/5/2024, 9/6/2024, 9/7/2024, 9/13/2024, 9/14/2024, 9/16/2024, 9/22/2024, 9/28/2024, 9/29/2024, 9/30/2024, 10/3/2024, 10/5/2024, 10/9/2024, 10/11/2024, 10/12/2024, 10/13/2024, 10/17/2024, 10/18/2024, 10/19/2024, 10/20/2024, 10/23/2024, 10/24/2024, 10/25/2024, 10/26/2024, 11/1/2024, 11/2/2024, 11/5/2024, 11/6/2024, 11/8/2024, 11/9/2024, 11/15/2024, 11/22/2024, 11/26/2024, 11/28/2024, 11/30/2024, 12/4/2024, 12/6/2024, 12/7/2024, 12/11/2024, 12/13/2024, 12/14/2024, 12/16/2024, 12/18/2024, 12/19/2024, 12/20/2024, 12/21/2024, 12/27/2024, 12/28/2024, 1/1/2025, 1/2/2025, 1/4/2025, 1/5/2025, 1/8/2025, 1/10/2025, 1/11/2025, 1/12/2025, 1/15/2025, 1/18/2025, 1/23/2025, 1/25/2025, 1/29/2025, 1/31/2025, 2/1/2025, 2/7/2025, 2/10/2025, 2/14/2025, 2/28/2025, 3/1/2025",
Terminated,Fort Myers,FL,United States,Class I,{},Food,94308,Belgian Yummies,7970 Summerlin Lakes Dr Ste 101,N/A,33907-1855,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",The products were only distributed in the state of Florida.,F-1235-2024,Peanut Butter Ice Cream Cookie Sandwich. Sandwiches packaged in a gold or clear bags. 50 sandwiches per case and weighting 4oz each sandwich.,60,"Undeclared Allergen: milk, eggs, wheat, peanuts, and tree nuts.",20240320,20240509,20240716,20240515,No lot numbers provided; Expiration date is 6 months from production date.,
Terminated,Nof Ha-Galil,,Israel,Class I,{},Food,90105,ELITE CONFECTIONERY LTD,Nazareth-Ilit,"5, Gilbo'A",N/A,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Distributed in the US nationwide,F-1227-2022,"ELITE SHTIX WITH CREAM AND LENTILS	UPC:815871011051 NET WT. 3.45oz (98 g). Shtix, blue label.",unknown,Potential contamination with Salmonella,20220428,20220604,20221103,20220615,All lots,
Terminated,Burleson,TX,United States,Class II,{},Food,88851,Golden State Foods Corp.,5601 Vantage Drive,Suite 1100,76028,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Texas,F-0066-2022,Whataburger Picante Sauce NET WT 0.6 oz (17g) packaged in high impact polystyrene cups;  400 cups per case,"2,152 cases",Undeclared egg yolks,20211007,20211021,20211203,20211027,Lot code format printed on the case: Use Thru 12/24/2021 and Use Thru 12/25/2021,
Ongoing,Sunbury,PA,United States,Class II,{},Food,94241,"Weis Markets, Inc., Ice Cream Division",800 S 2nd St,,17801,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Distributed in a retail store in PA,F-1151-2024,Bakery Item Angel Creme Filled Chocolate Iced Donuts   6 ct. scale UPC: 2101080005508 packaged in a cardboard box. Product is also separately in the self service case in the store bakery. Customers can put their selected donut(s) in a bag or clamshell container.,90 donuts,Foreign material (metal) in donuts,20240315,20240413,,20240424,"Single Serve Donut   Sell by Mar 15, 24   Sell by Mar 16, 24 6 count Donut -           Sell by Mar 17, 24   Sell by Mar 18, 24",
Terminated,Piscataway,NJ,United States,Class II,{},Food,88045,Clio LLC,141 Ethel Rd W,N/A,08854-5928,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Distributed nationwide,F-0689-2021,"Clio Expresso Greek Yogurt Bars wrapped in a Chocolate Coating 50g x 10 Clio Retail 10-pack, UPC code: 867155000244","6,733 cases",Possible metal fragments in Yogurt Bars,20210515,20210623,20220414,20210630,Best buy dates between 2/14/2021 and 7/11/2021,
Terminated,Orrville,OH,United States,Class I,{},Food,86145,Smith Foods Inc.,1381 Dairy Ln,N/A,44667-2503,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Products were distributed to the following states: AL, AR, CA, CT, DE, FL, GA, IA, IL, IN, KS, KY, MA, MD, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NY, OH, OK, PA, RI, SC, SD, TN, TX, VA, VT, WI, & WV.",F-1162-2020,Earth Grown brand Vanilla Non-Dairy Frozen Dessert in pint sized paperboard carton with a paperboard lid.,"72,288 units.",Undeclared cashews in the product.,20200729,20200814,20210120,20200826,"Product Number: 001837  Plant Number: 39-111  Best By: 07-27-2021, Best By: 07-28-2021, & Best By: 07-29-2021",
Terminated,Lehi,UT,United States,Class I,{},Food,87714,NATURE'S SUNSHINE PRODUCTS,2901 West Bluegrass Blv,,84043,Voluntary: Firm initiated,E-Mail,Nationwide. Canada.,F-0792-2021,"Love & Peas Protein Rich Meal Replacement, Sugar Free, 1 LB 9 OZ (713 G) bag, Nature's Sunshine Products, Inc., Spanish Fork, Utah, 84660 (800) 223-8225, naturessunshine.com,   UPC  0 99904 03087 9","2,480 bags",The firm was notified by an ingredient supplier of Medium Chain Triglycerides (MCT) that the ingredient potentially contained traces of milk. This affected two of the firm's products that are marketed and sold as vegan and dairy-free.,20210412,20210728,20220405,20210519,Lot #: 001223066     Exp.: 26-JAN-2023  Lot #: 001222934     Exp.: 24-JAN-2023  Lot #: 001223890     Exp.: 26-JAN-2023,
Terminated,Baltimore,MD,United States,Class I,{},Food,91653,"FRESH IDEATION FOOD GROUP, LLC dba Fresh Creative Cuisine",2800 Wegworth Ln,N/A,21230-3300,Voluntary: Firm initiated,Press Release,"The recalled product was distributed to the following states: MD, PA, DE, NY, DC, NJ, NC, CT, SC, VA, MA .",F-0480-2023,"Bistro To Go, Fresh Cut Tropical Fruit, Net Wt. 7.25 Oz. Single Serving, Keep refrigerated",100 units,"On 02/03/2023, FRESH IDEATION FOOD GROUP, LLC dba Fresh Creative Cuisine of Baltimore, MD is  initiating a recall of  various products sold from January 24, 2023 through January 30, 2023 because the products have the potential to be contaminated with Listeria monocytogenes .",20230203,20231017,20231017,20230322,UPC Code : 813141023223,
Terminated,Chicago,IL,United States,Class I,{},Food,92423,"Newly Weds Foods, Inc.",8550 W Bryn Mawr Ave,Suite 100,60631-3222,Voluntary: Firm initiated,Letter,"ALABAMA, ARKANSAS, CALIFORNIA, COLORADO, FLORIDA, GEORGIA, ILLINOIS, INDIANA, IOWA, KANSAS, KENTUCKY, LOUISIANA, MICHIGAN, MINNESOTA, MISSISSIPPI, MISSOURI, MONTANA, NEBRASKA, NEW JERSEY, NEW YORK, NORTH CAROLINA, OHIO, OKLAHOMA, OREGON, PENNSYLVANIA, TENNESSEE, TEXAS ,WISCONSIN.  CANADA.",F-1058-2023,A97176	BREADER X3	50.00	BAG,"6,465,115.78 pounds Total",Products may contain Salmonella,20230526,20230705,20240723,20230712,MT103122M MT110322C MT110422C,
Terminated,Whately,MA,United States,Class I,{},Food,92282,"Chang & Son Enterprises, Inc.",301 River Rd,N/A,01093,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","New York, Connecticut, Massachusetts, Rhode Island, Ohio, New Jersey, Maryland",F-0963-2023,"a.) BEAN SPROUTS, 10 LBS, PRODUCT OF USA; CHANG FARM; SO.DEERFIELD, MA; KEEP REFRIGERATED; package in plastic bags  b.) Nature's Wonder brand Premium BEAN SPROUTS; ALL NATURAL AND READY TO COOK; NET WT 12 oz (340 g); REFRIGERATE","748,920 lbs",Product may be contaminated with Listeria monocytogenes.,20230505,20230530,20230929,20230607,All sell by dates before 5/28/2023.  a.) 10 lb bags - all product within expiry. No code on packaging.  b.) 12 oz bags - all product within expiry,
Terminated,Chicago,IL,United States,Class I,{},Food,92423,"Newly Weds Foods, Inc.",8550 W Bryn Mawr Ave,Suite 100,60631-3222,Voluntary: Firm initiated,Letter,"ALABAMA, ARKANSAS, CALIFORNIA, COLORADO, FLORIDA, GEORGIA, ILLINOIS, INDIANA, IOWA, KANSAS, KENTUCKY, LOUISIANA, MICHIGAN, MINNESOTA, MISSISSIPPI, MISSOURI, MONTANA, NEBRASKA, NEW JERSEY, NEW YORK, NORTH CAROLINA, OHIO, OKLAHOMA, OREGON, PENNSYLVANIA, TENNESSEE, TEXAS ,WISCONSIN.  CANADA.",F-1063-2023,B22084	BATTER MIX X1	50.00	BAG,"6,465,115.78 pounds Total",Products may contain Salmonella,20230526,20230705,20240723,20230712,SE103122A SE110222A SE110822A MS031623K MS101422M MS110422L MS110722L,
Terminated,Sterling,VA,United States,Class II,{},Food,88143,Cuisine Solutions,22445 Sous Vide Ln,N/A,20166-9382,Voluntary: Firm initiated,E-Mail,Distributed nationwide,F-0746-2021,"JUST Egg Inspired by Japan Portobello, Mushrooms, Sweet Potatos, Furikake, Soy 4 Sous Vide Plant Egg Bites NET WT8.4OZ (238g). UPC: 0504402523, Expiration dates 3/5/2022, 3/31/2022, and 4/9/2022.16 cartons per corrugated case, Carton GTIN 7 05044 02523 0, Case Bar Code 10 750 440 25237",320 units,Undeclared egg and milk,20210618,20210625,20220330,20210707,82790 and 83231,
Terminated,Orrville,OH,United States,Class I,{},Food,90255,The JM Smucker Company LLC,1 Strawberry Ln,N/A,44667-1241,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","AK, AL, AR, AZ, CA, CO, CT, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, TN, TX, UT, VA, VT, WA, WI, WV, WY",F-1120-2022,JIF NO ADDED SUGAR PEANUT BUTTER packaged in 15.5oz and 46.5oz,"115,106 cases total",Products are potentially contaminated with Salmonella.,20220520,20220601,20230317,20220608,"Lot codes: 1274425   2140425 UPC: 5150024540, 5150041418 Best By Date: 10/01/22 - 05/20/23",
Ongoing,Green Bay,WI,United States,Class II,{},Food,94828,"Snapchill, LLC",1471 Partnership Rd,,54304-5685,Voluntary: Firm initiated,E-Mail,Nationwide.  Outside the US:  Canada,F-1501-2024,"Black Coffee + Maple Syrup Canned Beverage packaged under the following brands and sizes:   1.  Mud LLC Maple Mud, 12 oz. UPC  8 54555-00705 8.","549,146 cans total",Potential under-processing.,20240617,20240723,,20240724,"Cans with Expiration dates between June 16, 2024 and April 16, 2025.",
Terminated,Gainesville,GA,United States,Class I,{},Food,84543,"Almark Foods, LLC",2118 Centennial Dr,N/A,30504-5757,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Product was shipped to the following states: AL, AR, AZ, CA, CO, CT, DC, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NH, NJ, NV, NY, OH, OK, OR, PA, SC, TN, TX, UT, VA, WA, WI & WY.",F-0611-2020,Eggland's Best Hard Cooked Eggs,"628,531 retail packages of various sizes (total)",The firm was notified by FDA & CDC of a potential Listeria monocytogenes genetic match between environmental samples from our facility and case patient samples associated with an illness outbreak.,20191219,20200204,20210917,20200212,"All lot codes containing ""G"" with a USED BY DATE on or before 11/2020",
Terminated,Baltimore,MD,United States,Class I,{},Food,91653,"FRESH IDEATION FOOD GROUP, LLC dba Fresh Creative Cuisine",2800 Wegworth Ln,N/A,21230-3300,Voluntary: Firm initiated,Press Release,"The recalled product was distributed to the following states: MD, PA, DE, NY, DC, NJ, NC, CT, SC, VA, MA .",F-0285-2024,"Fresh Creative Cuisine Black Label, Vanilla Low Fat Yogurt, Mixed Berries & Granola, Net Wt. 9 Oz. Single Serving, Keep refrigerated",417,"On 02/03/2023, FRESH IDEATION FOOD GROUP, LLC dba Fresh Creative Cuisine of Baltimore, MD is  initiating a recall of  various products sold from January 24, 2023 through January 30, 2023 because the products have the potential to be contaminated with Listeria monocytogenes .",20230203,20231017,20231017,20230322,UPC Code : 813141026019,
Terminated,Fresno,CA,United States,Class II,{},Food,90921,Lyons Magnus LLC,3158 E Hamilton Ave,N/A,93702-4163,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","AK, AL, AR, AZ, CA, CO, CT, DE, FL, GA, IA, ID, IL IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV",F-0053-2023,Lyons Ready Care Thickened Orange Nectar packaged in combi-bloc multi wall paper cartons 46 fl oz cartons - 6 cartons to a case,1272 cases,Indication of product spoilage,20220923,20221020,20221118,20221026,"Batch/Lot No. 1422, 2422, 3422, 4422 Product No. 5256, 1711, 1773, 3301, 1771, 5258, 3302, 1787, 1774, 3304, 3305, 1785 Best By: 03/27/23, 03/28/23, 03/29/23, 03/30/23",
Terminated,Wellman,IA,United States,Class II,{},Food,88745,Farmers' All Natural Creamery LLC,1010 540th St Sw,N/A,52356-9583,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Distributed to retail food store distributors in CA, CO, IA, IL, MN, TX, and WI",F-0021-2022,"Kalona Supernatural Organic Half & Half, Manufactured in Iowa for Kalona Organics, LLC. Kalona IA in 16 FL OZ (UPC 8-81245-12516-7, 8 bottles per case) and 32 FL OZ (UPC 8-81245-12532-7, 6 bottles per case)","114 cases of 16 OZ, 93 cases of 32 OZ",Milk products and shipped without being properly pasteurized.,20210917,20211015,20211101,20211027,10/4/21,
Terminated,Grand Rapids,MI,United States,Class I,{},Food,92119,Meijer Inc,2929 Walker Ave Nw,N/A,49544-6402,Voluntary: Firm initiated,E-Mail,"Meijer stores in Michigan, Indiana, Illinois, Ohio, Kentucky, and Wisconsin",F-0840-2023,Fresh From Meijer Cranberry Spinach Shareable Salad 12 Oz UPC - 708820304321,520,Listeria monocytogenes,20230405,20230509,20230512,20230517,Sell by 3/26/2023,
Ongoing,New Century,KS,United States,Class I,{},Food,94565,Danisco USA Inc.,4 New Century Pkwy,N/A,66031-1144,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","US: AZ, CA, CO, FL, IA, ID, IL, IN, KS, KY, MI, MN, MO, NE, NJ, NY, OH, OK, PA, TN, TX, UT, VA, WI; Canada, and Mexico",F-1316-2024,"Grindsted Creamer 2103 Stabilizer and Emulsifier System, 22. 68 kg / 50 lb bag",36265.32 kg,Potential Salmonella Contamination,20240503,20240606,,20240612,Lot numbers: 1204582467; 1204582468; 1204582469; 1204582470; 1204583314; 1204583315; 1204583316; 1204583317; 1204583318; 1204583319; 1204583320; 1204583321; 1204583322; 1204583323; 1204583324; 1204583325; 1204583326; 1204583327; 1204583328; 1204583329; 1204583330; 1204583331; 1204583332; 1204583333; 1204583335; 1204583336; 1204583337; 1204583338; 1204583339; 1204583340; 1204583341; 1204583342; 1204583343; 1204583344; 1204583345; 1204583346; 1204583347; 1204583348; 1204583349; 1204583350; 1204583351; 1204583352; 1204583353; 1204583346,
Terminated,Lovell,WY,United States,Class II,{},Food,90158,"Queen Bee Gardens, LLC",262 E Main St,N/A,82431-2102,Voluntary: Firm initiated,Press Release,"Ten retail locations owned by Queen Bee in CO, NM, WY and nationwide via internet sales.",F-1452-2022,"All Milk Classic Truffle. Net Wt. 1.4 oz. PLU Code: 788394 11275 1.    Ingredients: Milk chocolate, honey, butter (pasteurized cream & salt), cream, non-fat dry milk, whey, agar, align & lecithin.     Note: Typo on website should be algin.",3352 pieces,"Products may potentially contain one or more of the following undeclared tree nuts: Pecans, Almonds, Coconut, Macadamia Nuts, & Walnuts.",20220428,20220719,20230117,20220727,None,
Terminated,Indianapolis,IN,United States,Class II,{},Food,91351,Klosterman Baking Company,5867 Churchman Ave,N/A,46203-6012,Voluntary: Firm initiated,Letter,"IN, OH, TN",F-0278-2023,Breads: Multigrain product	3481	Clear Bag		Buns	12	62 g Multigrain product	8017	Clear Bag		Loaf	1	28 oz.,"109,343 (total)",Products held under insanitary conditions,20221218,20230117,20230124,20230125,"All product delivered between December 12 and December 16. This would include bread items with an expiration date of 12/25/22 and earlier, and any bun items with an expiration date of 12/21/22 and earlier",
Ongoing,Cleveland,OH,United States,Class II,{},Food,93817,Greco Sidari,3820 Lakeside Ave E,,44114-3848,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","OH, NY & PA",F-0834-2024,GRANDE  SOPRAFFINA RICOTTA 1/30#  SUPC/ITEM # 19536,1375 cases total,The food was not held at an appropriate temperature.  The holding temperature could affect spoilage and potentially support pathogen growth.,20240111,20240205,,20240214,"All Lot Codes Distributed between November 26, 2023 and January 5, 2024",
Terminated,Lodi,CA,United States,Class II,{},Food,86882,Pacific Coast Producers,631 N Cluff Ave,N/A,95240-0756,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",US Distribution only,F-0164-2021,"Italian Style Tomato Paste in a 6 oz. (170g) metal can    Cases size varies - 12, 24 or 28 count.    Packaged under brand names of:  Kroger, Signature Select, Harris Teeter, Food Club, Essential Everyday, Raleys, Fareway.","31, 572 cases - total",Presence of metal shavings in tomato paste,20201130,20201208,20210210,20201216,5TP1X 0P G253,
Terminated,Auburn,MA,United States,Class I,{},Food,90907,"Arcade Industries, Inc.",205 Southbridge St,N/A,01501-2548,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","MA, CT",F-0005-2023,Candy Corn packed for Shapiro Produce stores; 15 oz; clear plastic container; UPC 0 18586 00114 4; Best by date 3/8/2023,60 cases,Product contains undeclared egg.,20220923,20221006,20230317,20221012,UPC 0 18586 00114 4; Best by date 3/8/2023,
